#{"t_start": 1749007907.105998, "env_id": "None"}
r,l,t,current_walls,walls_broken
445.0,63,489.182697,60,1
290.0,9,489.225148,61,1
310.0,45,490.311241,61,0
485.0,12,490.350386,59,3
140.0,7,490.3741,62,3
460.0,17,490.425119,61,1
460.0,22,490.488391,61,1
-5.0,11,490.53173,62,3
480.0,13,490.571642,59,3
450.0,18,490.636833,59,3
380.0,10,490.661941,59,3
355.0,17,490.724702,61,1
425.0,21,490.788431,59,3
465.0,32,490.890938,59,2
-745.0,333,492.204264,59,0
370.0,12,492.254996,59,3
540.0,103,492.596509,56,2
475.0,14,492.634887,59,3
90.0,5,492.659984,61,4
365.0,66,492.862191,61,0
375.0,16,492.917522,61,1
475.0,14,492.977031,59,3
305.0,60,493.168945,59,3
85.0,7,493.18162,61,4
460.0,39,493.352647,59,2
45.0,7,493.383129,62,3
760.0,18,493.433367,57,4
95.0,6,493.458163,61,4
470.0,15,493.511099,59,3
445.0,66,493.725086,61,0
-105.0,28,493.816282,62,3
560.0,29,493.906744,58,3
50.0,143,494.37373,59,2
1035.0,104,494.709775,58,1
-165.0,36,494.825098,62,3
0.0,181,495.441315,59,2
95.0,7,495.465955,61,4
-640.0,249,496.307679,61,0
190.0,7,496.333647,61,4
485.0,103,496.663852,54,5
90.0,7,496.696043,61,4
575.0,32,496.803399,60,1
45.0,7,496.81715,62,3
385.0,20,496.880677,60,2
90.0,6,496.907285,61,4
345.0,19,496.97404,61,1
440.0,21,497.038138,59,3
840.0,12,497.077084,56,5
135.0,8,497.102502,62,3
195.0,7,497.127378,61,4
480.0,74,497.363622,60,0
500.0,52,497.529655,60,1
90.0,8,497.554535,61,4
285.0,12,497.593849,61,1
385.0,10,497.632244,59,3
510.0,24,497.70964,60,1
370.0,16,497.760208,61,1
285.0,12,497.80002,61,1
465.0,27,497.883498,61,0
585.0,13,497.934101,59,2
375.0,16,497.985929,61,1
195.0,7,498.000552,61,4
395.0,49,498.167188,58,3
385.0,29,498.258231,60,1
40.0,6,498.272357,62,3
370.0,13,498.323211,59,3
430.0,13,498.36086,60,2
160.0,85,498.632222,61,0
335.0,19,498.712245,61,0
405.0,34,498.839895,61,0
465.0,22,498.923681,61,0
350.0,37,499.054958,61,0
190.0,7,499.081397,61,4
45.0,6,499.098414,62,3
330.0,41,499.249416,60,1
295.0,45,499.39141,60,1
200.0,6,499.40393,61,4
570.0,24,499.483791,61,0
280.0,16,499.535232,61,1
490.0,54,499.716044,58,3
90.0,5,499.728222,61,4
40.0,92,500.036389,60,1
475.0,28,500.129033,60,1
-100.0,153,500.609337,60,1
375.0,16,500.660787,61,1
45.0,7,500.686408,62,3
-50.0,140,501.133859,61,0
95.0,5,501.146019,61,4
275.0,15,501.197474,61,1
90.0,6,501.223675,61,4
245.0,22,501.289315,61,1
295.0,74,501.531871,61,0
515.0,52,501.700601,61,0
340.0,23,501.765406,61,1
435.0,39,501.895342,60,1
575.0,77,502.190018,58,1
280.0,15,502.245972,61,1
490.0,13,502.286038,61,0
375.0,11,502.323697,59,3
370.0,12,502.363611,59,3
-115.0,262,503.241992,57,1
-100.0,258,504.071119,54,4
190.0,7,504.096849,61,4
295.0,23,504.173918,59,3
455.0,91,504.452316,59,2
570.0,32,504.556142,60,1
385.0,12,504.59541,59,3
380.0,11,504.640002,59,3
-255.0,237,505.401159,60,1
85.0,6,505.426625,61,4
245.0,71,505.654133,61,0
145.0,6,505.667099,62,3
335.0,61,505.858839,61,0
600.0,22,505.936031,58,3
145.0,7,505.961331,62,3
410.0,93,506.254646,60,1
295.0,27,506.361911,60,2
460.0,20,506.426136,61,0
435.0,23,506.489142,61,1
285.0,89,506.787079,61,0
360.0,51,506.937504,60,1
170.0,160,507.454011,58,3
200.0,49,507.618388,60,2
55.0,62,507.810657,61,1
385.0,28,507.901106,60,2
260.0,68,508.118317,60,1
410.0,31,508.216458,61,1
455.0,19,508.278513,61,1
325.0,20,508.341166,59,3
315.0,64,508.546358,60,1
165.0,95,508.835051,60,1
315.0,32,508.936256,60,1
510.0,36,509.049558,61,0
105.0,145,509.521687,60,1
-225.0,165,510.049951,60,1
225.0,27,510.135847,61,1
440.0,48,510.287046,61,0
365.0,13,510.326002,59,3
520.0,39,510.453662,58,1
420.0,43,510.580847,60,1
600.0,73,510.826376,58,1
110.0,47,510.969609,60,2
575.0,22,511.04868,59,2
520.0,27,511.137874,60,1
340.0,96,511.440968,60,1
190.0,7,511.456051,61,4
95.0,6,511.480397,61,4
215.0,31,511.581109,60,2
345.0,141,512.022455,58,0
90.0,5,512.038601,61,4
485.0,12,512.075545,59,3
90.0,5,512.088567,61,4
270.0,50,512.253713,61,0
350.0,45,512.393741,60,2
735.0,33,512.496579,59,2
385.0,11,512.534769,59,3
695.0,74,512.778225,58,0
315.0,66,512.98513,61,0
450.0,21,513.048394,61,1
395.0,40,513.179779,60,1
195.0,6,513.204081,61,4
405.0,77,513.445161,60,1
540.0,25,513.521058,59,2
490.0,23,513.596914,60,1
525.0,16,513.6471,60,2
430.0,55,513.825583,60,1
595.0,44,513.971415,58,0
485.0,28,514.06076,60,1
360.0,16,514.112579,61,1
470.0,18,514.1633,61,1
140.0,7,514.189399,62,3
915.0,113,514.547343,56,0
490.0,29,514.652843,60,1
350.0,49,514.805667,61,0
535.0,29,514.894539,61,0
410.0,33,515.000614,61,0
860.0,75,515.254908,58,0
315.0,37,515.368659,61,1
90.0,5,515.393061,61,4
430.0,49,515.558177,59,2
630.0,181,516.140771,52,5
515.0,24,516.219117,60,1
90.0,5,516.23352,61,4
450.0,38,516.377338,60,1
145.0,6,516.390524,62,3
460.0,54,516.566257,58,3
480.0,33,516.666931,60,1
650.0,38,516.794261,58,3
320.0,74,517.025897,61,0
385.0,58,517.215962,60,1
630.0,41,517.341562,58,3
355.0,67,517.556138,60,1
410.0,37,517.672067,61,0
420.0,66,517.876625,61,0
510.0,37,518.010565,61,0
400.0,45,518.156226,60,1
670.0,24,518.232538,59,2
405.0,56,518.411833,60,1
680.0,112,518.766544,57,1
435.0,35,518.879795,61,0
365.0,119,519.251565,60,1
380.0,51,519.428484,60,1
45.0,6,519.454908,62,3
715.0,38,519.568424,59,0
395.0,59,519.770829,60,1
380.0,10,519.797307,59,3
255.0,89,520.101955,60,1
40.0,100,520.420916,61,0
300.0,27,520.496419,61,1
150.0,110,520.855751,59,3
-95.0,158,521.354048,59,2
410.0,35,521.46726,59,3
80.0,9,521.493661,61,4
90.0,5,521.519397,61,4
160.0,136,521.949584,59,2
-645.0,256,522.765679,61,0
585.0,61,522.956918,57,4
90.0,184,524.468918,56,2
85.0,93,524.753879,61,1
90.0,5,524.765913,61,4
-60.0,51,524.931136,62,3
-785.0,283,525.885864,61,0
-450.0,219,526.600382,60,1
270.0,49,526.75301,61,1
10.0,261,527.590021,55,2
375.0,46,527.741047,61,1
625.0,54,527.905726,60,1
305.0,59,528.092879,60,1
185.0,138,528.538536,58,0
300.0,58,528.74383,61,0
175.0,108,529.090056,60,2
185.0,9,529.115535,61,4
-220.0,183,529.697073,61,0
90.0,6,529.711277,61,4
285.0,15,529.761538,61,1
290.0,14,529.812276,61,1
220.0,90,530.145373,59,2
325.0,66,530.399148,60,1
745.0,75,530.626333,56,2
410.0,17,530.689263,60,2
200.0,106,531.021463,61,0
-115.0,26,531.110328,63,2
-190.0,139,531.567269,61,1
-70.0,22,531.639972,63,2
-5.0,106,531.973793,60,2
-210.0,185,532.575534,61,1
-50.0,21,532.639036,62,3
295.0,87,532.91933,60,2
415.0,48,533.068,60,2
285.0,61,533.263011,60,2
285.0,99,533.600337,60,1
360.0,53,533.784009,60,2
470.0,68,533.999935,60,1
640.0,93,534.297566,58,0
485.0,42,534.436732,59,2
310.0,74,534.665626,60,1
540.0,26,534.753419,59,2
270.0,23,534.817774,61,1
620.0,38,534.952408,59,0
660.0,22,535.026154,59,2
750.0,29,535.128807,56,3
555.0,24,535.206186,59,2
85.0,6,535.218981,61,4
255.0,154,535.713291,58,0
390.0,46,535.851284,61,0
615.0,45,535.992983,57,4
240.0,67,536.209076,61,0
460.0,18,536.271814,61,0
540.0,24,536.349601,59,2
85.0,6,536.363259,61,4
540.0,28,536.452682,61,0
520.0,91,536.747084,58,0
345.0,67,536.976022,61,0
410.0,17,537.02634,60,2
685.0,204,537.67288,54,2
155.0,65,537.880999,59,3
390.0,154,538.374792,55,4
515.0,95,538.673671,58,1
425.0,24,538.74993,59,3
275.0,42,538.88901,59,3
270.0,43,539.028246,59,3
190.0,10,539.056272,61,4
280.0,74,539.295828,58,3
635.0,74,539.52315,57,0
-45.0,181,540.113831,58,2
255.0,18,540.18317,61,1
410.0,37,540.299602,60,1
-85.0,143,540.779798,59,2
775.0,88,541.064172,56,2
145.0,6,541.086329,62,3
390.0,44,541.228704,61,1
355.0,35,541.343853,60,2
355.0,25,541.42041,60,2
405.0,43,541.565455,61,0
500.0,37,541.677612,61,0
555.0,68,541.896453,58,2
330.0,115,542.266218,58,3
250.0,140,542.707812,59,2
355.0,51,542.871493,61,0
890.0,56,543.053089,56,1
410.0,63,543.254417,60,1
385.0,48,543.408774,60,1
530.0,66,543.618232,57,4
355.0,49,543.794392,60,2
275.0,39,543.947822,61,1
630.0,75,544.19096,58,0
415.0,16,544.241542,60,2
585.0,78,544.488984,56,5
500.0,75,544.729125,57,4
455.0,17,544.782156,61,1
500.0,44,544.937019,61,0
350.0,22,545.056373,61,1
195.0,6,545.070875,61,4
260.0,112,545.434626,60,1
265.0,101,545.766979,58,3
405.0,52,545.931029,60,2
375.0,77,546.175228,60,1
315.0,55,546.358813,60,1
525.0,40,546.514184,60,1
335.0,13,546.557007,60,2
470.0,64,546.776776,60,1
90.0,5,546.790721,61,4
380.0,31,546.890779,59,3
455.0,69,547.107989,59,2
470.0,14,547.157765,59,3
1210.0,162,547.663776,49,5
495.0,51,547.835599,58,3
690.0,38,547.956177,59,2
380.0,11,547.9956,59,3
415.0,33,548.102095,61,0
375.0,11,548.139649,59,3
390.0,55,548.318861,60,1
480.0,53,548.483643,59,2
495.0,36,548.601855,59,2
385.0,9,548.627637,59,3
405.0,37,548.756251,60,1
295.0,85,549.056467,59,2
280.0,135,549.554614,59,0
475.0,12,549.601552,59,3
300.0,61,549.832264,61,0
-630.0,256,550.716593,61,0
-665.0,252,551.542049,61,0
430.0,53,551.706639,60,2
580.0,27,551.795662,58,3
-95.0,39,551.922819,61,4
170.0,88,552.201671,61,0
470.0,37,552.315928,60,1
475.0,16,552.363863,59,3
500.0,128,552.765831,56,1
90.0,15,552.816959,62,3
-215.0,297,553.84747,58,2
25.0,31,553.950385,61,4
-50.0,183,554.588694,60,1
-115.0,53,554.78956,63,2
-50.0,46,554.947736,61,4
-230.0,129,555.418149,61,4
-15.0,205,556.102076,60,2
405.0,112,556.455878,58,1
-45.0,54,556.618134,61,4
380.0,69,557.878419,60,2
220.0,159,558.49616,56,3
285.0,53,558.671244,61,1
265.0,21,558.753205,61,1
645.0,79,559.007102,54,5
70.0,20,559.073019,62,3
-340.0,282,560.104971,60,1
460.0,51,560.304633,61,0
265.0,70,560.594697,59,3
590.0,164,561.211626,55,0
60.0,11,561.253022,61,4
440.0,186,561.881083,56,2
110.0,21,561.986062,61,4
45.0,44,562.132313,62,3
135.0,9,562.159176,62,3
-110.0,80,562.416916,61,4
495.0,64,562.635284,59,2
330.0,176,563.233653,54,5
240.0,132,563.662237,58,2
-455.0,333,564.738333,57,2
390.0,28,564.837724,60,2
220.0,162,565.468209,57,0
365.0,43,565.617452,61,0
395.0,35,565.748538,59,3
360.0,40,565.899746,61,0
740.0,26,565.998899,57,4
460.0,41,566.144152,58,3
115.0,156,566.692479,61,0
365.0,26,566.77021,61,1
-105.0,55,566.95466,62,3
150.0,130,567.415548,61,0
310.0,40,567.543075,61,1
620.0,71,567.77242,56,3
605.0,67,568.002864,57,0
400.0,65,568.219337,61,0
545.0,26,568.333272,61,0
645.0,92,568.635686,59,0
335.0,81,568.896385,59,2
-180.0,147,569.397517,59,2
-320.0,208,570.093384,60,1
-340.0,233,570.993762,57,4
-905.0,310,572.093829,61,0
-420.0,300,573.187155,60,1
-440.0,334,574.412429,60,1
390.0,93,574.734689,60,1
200.0,100,575.079995,60,2
-310.0,194,575.772305,60,2
20.0,97,576.132672,60,2
370.0,211,576.92295,58,0
270.0,240,577.790344,58,0
10.0,25,577.870393,61,4
-125.0,62,578.084475,61,4
-1000.0,297,579.191314,62,3
145.0,135,579.638702,59,2
-810.0,418,581.083309,60,1
195.0,6,581.111834,61,4
200.0,106,581.495523,61,0
-25.0,226,582.327435,60,1
220.0,131,582.753431,61,0
380.0,38,582.885073,61,0
400.0,57,583.070669,60,1
325.0,86,583.369584,60,1
410.0,72,583.673923,61,0
495.0,44,583.838751,61,0
-315.0,387,585.171077,57,2
290.0,195,585.833852,58,1
-130.0,262,586.816037,60,1
450.0,70,587.077237,60,1
480.0,28,587.183157,60,1
395.0,23,587.273668,60,1
510.0,54,587.48105,60,1
330.0,53,587.677431,61,0
45.0,234,588.439424,61,0
95.0,106,588.857497,61,0
315.0,82,589.164514,61,0
410.0,41,589.321318,61,0
600.0,23,589.401825,58,3
410.0,135,589.850227,61,0
515.0,43,590.003269,59,2
135.0,136,590.469954,61,0
315.0,82,590.73586,59,2
250.0,145,591.227524,58,3
210.0,144,591.749827,60,1
240.0,95,592.135907,61,0
-1615.0,858,596.229389,45,3
480.0,71,596.457555,58,1
-695.0,329,597.681425,60,2
-370.0,191,598.355415,59,3
1130.0,532,600.281404,43,1
30.0,7,600.307164,62,3
15.0,16,600.360947,62,3
-80.0,61,600.562575,62,3
-230.0,350,601.734087,55,1
80.0,129,602.16936,59,3
-40.0,27,602.278972,62,3
-255.0,411,603.807398,55,2
-550.0,297,604.963777,60,1
15.0,150,605.558282,60,2
10.0,344,606.787401,58,0
70.0,186,607.428551,60,1
-1080.0,454,608.973756,60,1
370.0,208,609.729008,58,0
100.0,162,610.299698,60,1
230.0,115,610.69691,61,0
550.0,165,611.240903,56,2
185.0,106,611.581443,61,0
-1360.0,522,613.486113,56,2
-3960.0,831,616.27373,60,1
360.0,101,616.596339,60,1
180.0,131,617.027341,60,1
505.0,39,617.158957,61,0
-390.0,268,618.04802,61,0
-195.0,234,618.917976,61,0
265.0,44,619.088985,61,1
315.0,131,619.561325,60,1
-180.0,304,620.543503,58,2
160.0,134,620.958751,60,1
340.0,60,621.15981,61,0
70.0,145,621.615694,61,0
75.0,99,621.945054,60,1
-420.0,649,624.165169,50,4
-3185.0,1000,627.425842,56,0
-240.0,143,627.884141,61,4
150.0,158,628.390257,59,2
-490.0,170,628.974321,61,4
-610.0,198,630.647183,61,4
155.0,14,630.692702,61,4
155.0,16,630.755031,61,4
-2265.0,530,632.471701,60,1
-465.0,95,632.764837,63,2
-80.0,31,632.864011,61,4
-605.0,229,633.592308,61,1
90.0,5,633.617488,61,4
55.0,53,633.781598,61,4
-300.0,105,634.128634,61,4
-450.0,181,634.7746,61,4
-215.0,134,635.281182,61,4
-5.0,264,636.126095,57,2
-780.0,378,637.369371,60,1
-560.0,342,638.477183,57,1
-540.0,184,639.086054,61,4
90.0,7,639.111404,61,4
80.0,105,639.470396,58,3
-510.0,173,640.111688,61,4
-205.0,91,640.471727,61,4
-355.0,281,641.42352,58,1
60.0,121,641.832628,60,2
-1985.0,465,643.372338,60,1
35.0,155,643.872002,59,3
-175.0,74,644.114536,61,4
-30.0,90,644.400507,59,3
-140.0,65,644.618707,61,4
-675.0,244,645.507647,56,3
-115.0,61,645.72401,61,4
-1065.0,624,647.764884,56,0
-770.0,282,648.66765,59,3
0.0,11,648.704039,62,3
-340.0,85,648.994729,62,3
-2455.0,615,651.319016,59,0
-90.0,25,651.406429,62,3
-425.0,205,652.101601,59,0
140.0,27,652.179471,61,4
-850.0,256,653.029619,59,3
-100.0,28,653.121139,62,3
-40.0,27,653.213783,62,3
-765.0,182,653.825901,61,4
-475.0,228,654.59593,59,3
-925.0,447,656.176034,55,3
-285.0,116,656.603882,61,4
-615.0,160,657.154863,61,4
405.0,120,657.552017,55,3
-1120.0,239,658.336195,61,4
-1255.0,348,659.497443,59,3
-1005.0,289,660.543096,59,0
-775.0,226,661.437277,59,3
-400.0,139,661.996749,61,4
-665.0,181,662.581999,61,4
15.0,71,662.807409,59,3
-730.0,353,664.008989,59,3
-105.0,161,665.531808,60,2
280.0,121,665.920409,58,1
405.0,76,666.169512,59,2
485.0,22,666.250811,61,0
290.0,105,666.595484,57,2
575.0,138,667.128777,56,3
-275.0,51,667.300096,62,3
195.0,184,667.92129,57,1
615.0,53,668.107722,59,2
-225.0,306,669.130713,57,0
235.0,118,669.538009,58,3
645.0,27,669.629375,61,0
85.0,133,670.095787,61,0
550.0,162,670.645347,56,2
390.0,58,670.847005,60,1
420.0,78,671.134185,58,3
550.0,200,671.847827,57,0
315.0,162,672.4387,56,2
305.0,96,672.772985,58,3
585.0,51,672.94873,61,0
-130.0,223,673.718222,58,3
195.0,170,674.28594,58,0
675.0,23,674.353047,61,0
-720.0,436,675.83933,58,0
-1300.0,547,677.82313,55,3
-395.0,179,678.442185,61,0
135.0,98,678.754773,61,0
220.0,119,679.187963,59,2
-4360.0,806,681.811669,60,1
-1495.0,311,683.000811,61,4
-310.0,85,683.324971,61,4
-2270.0,443,684.743136,61,4
-40.0,43,684.880665,61,4
-230.0,65,685.09573,61,4
-2305.0,509,686.754742,61,4
-2060.0,572,688.777463,58,1
-1115.0,255,689.59828,61,4
140.0,14,689.648301,61,4
85.0,108,690.008536,60,2
-405.0,133,690.455817,61,4
-170.0,192,691.116365,60,2
185.0,89,691.400087,60,2
-1115.0,288,692.312027,60,1
420.0,153,692.873633,55,2
-120.0,38,693.005358,61,4
-180.0,217,693.847168,57,2
105.0,94,694.189399,59,3
80.0,268,695.177299,57,1
20.0,43,695.327018,61,4
-425.0,414,696.755331,54,0
80.0,76,697.026611,59,3
-360.0,190,697.696378,60,2
360.0,57,697.88458,60,2
335.0,66,698.127529,59,3
-475.0,307,699.345201,57,2
150.0,362,701.752151,54,2
255.0,92,702.117485,61,0
-700.0,250,703.041236,60,2
-635.0,252,704.026906,61,1
-85.0,145,704.562883,59,0
515.0,63,704.796325,58,3
445.0,62,705.008431,58,3
-880.0,473,706.577759,57,0
490.0,86,706.911668,58,3
-200.0,223,707.81931,58,1
-515.0,366,709.386136,59,0
345.0,103,709.825394,59,2
580.0,23,709.929355,58,3
710.0,53,710.134113,58,3
310.0,50,710.32455,61,0
-1105.0,379,711.592801,61,0
-1100.0,674,713.904145,53,1
-5265.0,1000,717.474028,61,0
-20.0,205,718.144639,59,3
-4145.0,942,721.433744,55,2
125.0,144,721.906266,59,2
95.0,7,721.931732,61,4
180.0,129,722.360146,61,0
-320.0,196,723.035547,60,2
-3305.0,1000,726.580035,57,0
45.0,32,726.684669,61,4
-395.0,131,727.10745,61,4
55.0,20,727.171441,61,4
-780.0,183,727.787223,61,4
-1300.0,328,728.910099,61,4
-2530.0,802,731.89537,58,3
-120.0,211,732.576598,61,0
60.0,203,733.239234,58,3
625.0,53,733.412799,58,3
385.0,403,734.80035,53,1
-90.0,97,735.160627,59,3
0.0,13,735.202351,62,3
420.0,144,735.721387,58,3
525.0,111,736.15423,56,3
335.0,137,737.592988,58,3
-810.0,355,738.798299,58,3
615.0,86,739.089415,56,3
135.0,218,739.831997,56,0
30.0,158,740.365219,58,3
315.0,122,740.814808,59,3
-100.0,101,741.184694,59,0
955.0,71,741.455932,55,3
640.0,23,741.530304,59,3
265.0,102,741.947743,59,3
785.0,23,742.039025,58,3
550.0,26,742.122896,58,3
645.0,44,742.2742,58,3
790.0,22,742.359084,58,3
440.0,68,742.608532,58,3
-320.0,103,742.940651,61,4
-230.0,96,743.259551,61,1
625.0,55,743.452882,58,3
410.0,61,743.648037,59,3
-2310.0,572,745.552011,54,3
785.0,23,745.629422,58,3
410.0,157,746.180305,56,3
515.0,84,746.490151,58,3
260.0,149,747.050877,59,3
-275.0,357,748.294025,56,3
-15.0,5,748.310502,63,2
45.0,6,748.355072,62,3
710.0,45,748.506504,58,3
-285.0,472,750.184379,54,0
-155.0,183,750.815342,56,3
470.0,98,751.144672,56,3
780.0,65,751.40112,56,3
-765.0,351,752.782153,56,3
-710.0,253,753.680309,58,3
-730.0,245,754.580987,58,3
630.0,30,754.677542,58,3
340.0,94,755.006834,58,3
155.0,133,755.461097,56,3
-2160.0,453,757.057653,58,3
-25.0,53,757.25311,61,1
120.0,164,757.879368,59,3
470.0,135,758.388803,56,3
485.0,82,758.706646,59,3
-650.0,351,759.934267,55,3
120.0,48,760.099936,59,3
-745.0,260,760.964238,56,3
-160.0,137,761.429871,59,3
-465.0,88,761.720319,61,4
-590.0,238,762.642122,59,3
495.0,84,762.964914,56,3
-70.0,252,763.829915,56,2
-255.0,247,764.6547,57,2
-405.0,210,765.346174,56,3
-425.0,210,766.042473,58,3
-2420.0,660,768.454848,55,1
-45.0,229,769.257847,56,3
745.0,50,769.431473,56,3
675.0,22,769.507569,58,3
180.0,169,770.078349,58,0
-2955.0,824,774.070336,55,1
-2300.0,530,775.870436,58,1
-265.0,310,776.921216,56,3
-780.0,298,778.060382,58,1
-1075.0,386,779.58416,58,1
-415.0,258,780.475958,58,1
-680.0,207,781.172998,58,4
-2630.0,699,783.599906,55,3
-320.0,224,784.450487,58,1
-635.0,461,786.009021,56,1
575.0,95,786.314284,58,1
-1020.0,410,787.706068,55,4
-640.0,321,788.809346,55,4
-3845.0,1000,792.290257,54,0
-215.0,322,793.443828,55,1
25.0,190,794.098382,55,3
535.0,13,794.139765,58,3
-885.0,349,795.373232,55,3
-2410.0,824,798.280842,54,5
-4740.0,1000,801.76471,59,0
-70.0,48,801.955697,61,4
60.0,28,802.066891,61,4
595.0,37,802.197799,59,3
-945.0,406,803.585802,56,3
-1875.0,799,806.515904,56,2
-550.0,129,806.952338,63,2
420.0,48,807.122637,60,2
15.0,123,807.546486,60,2
215.0,44,807.690798,60,2
-525.0,188,808.314491,60,2
255.0,37,808.438321,60,2
190.0,47,808.602253,60,2
-630.0,314,810.669034,60,2
260.0,43,810.852357,60,2
485.0,92,811.196241,59,2
-235.0,266,812.137394,60,2
-840.0,454,813.695094,60,2
390.0,136,814.1646,59,2
85.0,278,815.143009,59,2
-480.0,500,816.84486,55,1
630.0,11,816.884395,58,3
-1910.0,1000,820.324131,59,0
500.0,135,820.824813,59,2
225.0,243,821.707435,58,2
-575.0,467,823.268779,60,2
-415.0,81,823.524978,61,4
345.0,172,824.078865,59,2
585.0,113,824.446467,59,2
600.0,24,824.52488,60,2
-680.0,634,826.665841,59,2
510.0,116,827.079507,59,2
410.0,85,827.369641,59,3
-35.0,257,828.629657,59,3
540.0,191,829.718989,55,2
-1770.0,635,832.6091,55,2
325.0,236,833.489984,55,2
1030.0,52,833.673132,55,2
-1000.0,508,835.518591,57,0
500.0,208,836.265051,53,0
460.0,21,836.33575,61,0
610.0,26,836.433094,60,1
735.0,19,836.490435,59,2
-340.0,339,837.872573,56,1
690.0,89,838.200071,59,2
-670.0,431,839.909299,56,1
570.0,187,840.669025,55,2
535.0,127,841.153464,54,2
700.0,80,841.447172,56,1
645.0,288,842.676737,51,2
360.0,185,843.465671,57,0
-510.0,244,844.394533,58,3
540.0,14,844.438938,60,1
1075.0,179,845.135313,52,0
1145.0,139,845.641642,54,0
160.0,149,846.200325,60,1
400.0,62,846.427763,60,1
540.0,30,846.530334,61,0
385.0,216,847.316328,57,0
490.0,59,848.682644,58,3
495.0,77,848.949493,59,0
175.0,54,849.15198,60,1
440.0,46,849.313816,61,0
-475.0,258,850.27881,60,1
5.0,150,850.819538,61,0
-1955.0,597,853.104891,58,1
10.0,101,853.572807,60,1
335.0,127,854.078407,58,1
90.0,101,854.449215,61,0
40.0,6,854.46413,62,3
380.0,18,854.536318,61,0
290.0,104,854.913493,61,0
80.0,137,855.403346,58,1
355.0,21,855.474109,61,0
-160.0,158,856.087114,61,0
500.0,41,856.235014,58,3
-405.0,194,856.925846,60,1
-45.0,184,857.574803,60,1
-45.0,234,858.513391,60,1
345.0,352,859.898931,55,1
-110.0,157,860.462063,59,2
285.0,115,860.873586,58,1
-5.0,149,861.39821,60,1
520.0,37,861.526129,61,0
-175.0,309,862.700579,57,1
-460.0,272,863.796885,59,2
-2385.0,584,866.140341,60,1
-355.0,310,867.266669,58,2
-180.0,69,867.513159,61,4
-2185.0,423,869.148302,61,4
380.0,91,869.544133,58,3
-1065.0,336,870.875282,58,2
-990.0,318,872.083633,60,1
-745.0,359,873.493811,56,6
150.0,87,873.850727,59,3
245.0,67,874.128159,60,2
-110.0,115,874.624179,61,1
-800.0,192,875.407925,61,4
-595.0,207,876.156695,61,4
-1715.0,584,878.262793,55,1
-1315.0,251,879.223428,62,3
325.0,457,881.038968,53,0
-220.0,531,882.861459,54,0
1450.0,97,883.186903,54,1
95.0,6,883.212102,61,4
-795.0,170,883.768833,62,3
255.0,263,884.634323,53,0
865.0,67,884.877357,56,2
395.0,149,885.43251,58,0
1285.0,114,885.847571,54,2
800.0,246,887.66184,50,4
-670.0,572,889.556333,50,0
-830.0,149,890.062477,62,3
1080.0,126,890.538056,51,0
770.0,416,891.991107,50,0
-900.0,192,892.617718,61,4
1050.0,287,893.55849,44,3
1035.0,377,894.819428,49,0
750.0,37,894.93777,58,0
945.0,270,895.878973,47,4
450.0,242,896.748212,53,0
1525.0,142,897.195607,52,1
325.0,519,898.897809,49,0
560.0,433,900.305586,47,3
-540.0,483,902.031306,49,4
1065.0,161,902.548959,52,1
1285.0,197,903.206005,51,0
730.0,313,904.260299,49,0
215.0,639,906.437437,47,0
1370.0,131,906.894735,52,1
785.0,14,906.951718,57,4
1195.0,180,907.608591,51,2
105.0,818,910.307761,46,0
1545.0,136,910.874331,51,0
590.0,21,910.972364,58,3
-175.0,260,912.013517,61,0
115.0,127,912.512871,60,1
755.0,398,914.064807,53,0
725.0,294,915.182788,48,0
920.0,370,916.606905,52,0
-535.0,280,917.654506,61,0
580.0,115,918.093721,58,1
515.0,74,918.343783,61,0
820.0,356,919.622095,50,0
480.0,13,919.660787,59,3
820.0,300,920.814972,53,0
980.0,190,921.518914,54,1
-2455.0,797,925.614322,53,0
-415.0,506,927.505297,53,5
885.0,93,927.855009,58,0
440.0,213,928.692854,53,1
440.0,144,929.219893,56,0
360.0,117,929.641218,57,0
1055.0,99,930.012032,55,0
630.0,296,931.136245,53,0
445.0,61,931.35954,58,3
-155.0,33,931.47898,62,3
675.0,14,931.522737,57,4
1615.0,128,932.031177,48,1
1260.0,73,932.311569,54,1
1155.0,223,933.19951,53,0
510.0,258,934.163313,51,5
1620.0,159,934.702399,52,0
-1200.0,1000,938.323745,49,0
605.0,514,940.046902,48,0
-1895.0,743,942.545313,53,0
-310.0,215,943.262552,59,0
-835.0,153,943.782924,61,4
150.0,175,944.388313,55,1
-1355.0,254,945.263015,61,4
970.0,87,945.558637,54,5
130.0,27,945.639726,61,4
-75.0,107,946.004537,61,4
-355.0,250,946.868522,55,1
685.0,171,947.465184,54,5
2245.0,114,947.88518,49,0
830.0,80,948.151897,55,1
1225.0,187,948.79596,49,0
1540.0,36,948.936284,51,5
210.0,666,951.331392,48,0
1195.0,189,951.973276,53,0
335.0,255,952.819045,52,1
-380.0,221,953.636616,59,2
475.0,132,954.106742,59,2
1025.0,130,954.594982,54,2
150.0,341,955.793875,55,0
680.0,62,956.016962,58,1
1565.0,204,956.726325,51,1
1080.0,117,957.175522,55,1
1480.0,225,957.930242,51,1
455.0,67,958.184729,59,0
1125.0,191,958.866106,53,0
825.0,60,959.064563,57,1
-220.0,445,961.708453,52,4
-415.0,331,962.79786,55,1
-785.0,1000,966.350394,49,0
