#{"t_start": 1749007907.105998, "env_id": "None"}
r,l,t,current_walls,walls_broken
-115.0,25,54.739876,63,2
45.0,6,54.76435,62,3
35.0,7,54.779251,62,3
-10.0,5,54.805627,63,2
0.0,17,54.860719,62,3
80.0,9,54.886603,63,2
-10.0,7,54.918384,63,2
30.0,7,54.951148,62,3
260.0,17,55.036455,61,1
35.0,6,55.05083,62,3
-20.0,14,55.103976,62,3
30.0,8,55.130278,62,3
40.0,6,55.146246,62,3
100.0,13,55.204186,62,3
80.0,8,55.23081,61,4
40.0,6,55.244584,62,3
25.0,8,55.271391,62,3
105.0,13,55.313028,62,3
-5.0,6,55.339553,63,2
25.0,9,55.368636,62,3
-115.0,6,55.396041,63,2
-80.0,39,55.510937,63,2
-10.0,5,55.535632,63,2
20.0,21,55.602098,63,2
55.0,15,55.655157,63,2
40.0,7,55.667806,62,3
35.0,19,55.733448,63,2
-110.0,7,55.76051,63,2
85.0,16,55.814766,62,3
-105.0,5,55.827347,63,2
580.0,12,55.865944,57,5
40.0,9,55.891092,62,3
-10.0,5,55.917996,63,2
90.0,18,55.969803,62,3
-25.0,20,56.035449,62,3
95.0,5,56.049599,61,4
25.0,8,56.075789,62,3
30.0,7,56.101639,62,3
-15.0,13,56.139697,62,3
85.0,6,56.165684,61,4
-30.0,22,56.231977,62,3
-45.0,36,56.349813,63,2
0.0,31,56.45273,62,3
75.0,17,56.505137,62,3
40.0,7,56.53167,62,3
20.0,10,56.571352,62,3
55.0,14,56.609374,61,4
25.0,7,56.635381,62,3
130.0,10,56.662443,62,3
-15.0,5,56.687523,63,2
-15.0,15,56.724041,62,3
-110.0,7,56.749634,63,2
-55.0,12,56.788755,63,2
60.0,11,56.828641,61,4
-15.0,7,56.853647,63,2
25.0,7,56.868118,62,3
130.0,10,56.908638,62,3
110.0,20,56.973934,62,3
35.0,9,56.999673,62,3
90.0,8,57.02537,61,4
30.0,6,57.052309,62,3
110.0,26,57.139854,61,4
25.0,8,57.165291,62,3
20.0,9,57.190306,62,3
-10.0,5,57.217678,63,2
40.0,7,57.231873,62,3
40.0,6,57.257185,62,3
-10.0,5,57.271051,63,2
65.0,13,57.311958,63,2
75.0,12,57.351029,61,4
-15.0,5,57.376,63,2
80.0,19,57.431479,62,3
100.0,15,57.484338,62,3
-15.0,6,57.510046,63,2
105.0,13,57.552833,62,3
0.0,23,57.631817,63,2
-115.0,7,57.646784,63,2
-5.0,12,57.684771,62,3
85.0,9,57.723081,63,2
-105.0,5,57.736639,63,2
85.0,8,57.764356,61,4
30.0,7,57.790402,62,3
50.0,17,57.845072,63,2
55.0,21,57.911345,62,3
80.0,9,57.938382,61,4
-15.0,5,57.96541,63,2
95.0,5,57.978048,61,4
50.0,15,58.031304,61,4
35.0,8,58.058952,62,3
-15.0,6,58.072817,63,2
350.0,14,58.123358,59,3
95.0,5,58.136594,61,4
75.0,10,58.19393,63,2
25.0,7,58.219377,62,3
105.0,19,58.285427,62,3
35.0,7,58.311771,62,3
-120.0,7,58.326236,63,2
10.0,21,58.403874,63,2
-10.0,7,58.417056,63,2
0.0,11,58.458174,62,3
95.0,5,58.47265,61,4
160.0,13,58.524604,61,4
-5.0,11,58.551451,62,3
0.0,18,58.613976,62,3
-10.0,5,58.627592,63,2
165.0,12,58.666812,61,4
45.0,6,58.692589,62,3
30.0,8,58.71846,62,3
-15.0,16,58.773636,62,3
-60.0,13,58.81338,63,2
25.0,8,58.838543,62,3
35.0,6,58.853149,62,3
-105.0,5,58.878911,63,2
-50.0,14,58.918875,63,2
-10.0,5,58.931697,63,2
-15.0,10,58.968756,63,2
10.0,11,59.009686,62,3
15.0,21,59.073569,63,2
130.0,9,59.101284,62,3
-20.0,6,59.127349,63,2
-115.0,5,59.142097,63,2
460.0,17,59.194365,59,3
35.0,7,59.219199,62,3
-15.0,7,59.245129,63,2
-15.0,6,59.259995,63,2
-20.0,6,59.286179,63,2
-5.0,12,59.331289,62,3
90.0,7,59.346847,61,4
35.0,6,59.376718,62,3
-5.0,5,59.389556,63,2
-45.0,22,59.468117,62,3
-55.0,27,59.551536,62,3
35.0,6,59.578479,62,3
155.0,19,59.644158,61,4
30.0,10,59.670061,62,3
55.0,26,59.762998,62,3
-15.0,7,59.777092,63,2
-110.0,6,59.803329,63,2
25.0,30,59.896279,62,3
95.0,5,59.929272,61,4
-5.0,7,59.949352,63,2
100.0,12,59.986506,62,3
-10.0,13,60.040242,62,3
95.0,19,60.093845,62,3
5.0,11,60.136494,62,3
60.0,21,60.202127,62,3
45.0,13,60.25707,63,2
95.0,16,60.321357,62,3
-15.0,5,60.337527,63,2
25.0,10,60.364307,62,3
60.0,16,60.416922,63,2
-20.0,18,60.487036,62,3
-10.0,5,60.502253,63,2
-10.0,6,60.52816,63,2
30.0,29,60.623308,62,3
-55.0,36,60.745801,63,2
-5.0,32,60.852412,62,3
90.0,7,60.881743,61,4
-105.0,6,60.896172,63,2
-20.0,10,60.934386,63,2
-10.0,30,61.029715,63,2
-65.0,11,61.067289,63,2
25.0,8,61.095075,62,3
90.0,6,61.107639,61,4
435.0,21,61.184322,59,3
-15.0,5,61.197734,63,2
40.0,7,61.222546,62,3
180.0,10,61.248622,61,4
25.0,10,61.289939,62,3
-10.0,5,61.304327,63,2
-15.0,18,61.36449,62,3
-5.0,5,61.390738,63,2
485.0,10,61.419189,59,3
5.0,23,61.507787,63,2
220.0,27,61.606334,61,1
-15.0,11,61.63506,62,3
30.0,6,61.66332,62,3
20.0,10,61.688147,62,3
40.0,7,61.713832,62,3
-15.0,6,61.7403,63,2
35.0,23,61.809951,62,3
35.0,6,61.836521,62,3
40.0,6,61.851323,62,3
195.0,8,61.876175,61,4
90.0,5,61.902741,61,4
385.0,14,61.943072,59,3
145.0,6,61.968846,62,3
340.0,23,62.034896,61,1
55.0,13,62.086758,63,2
-10.0,6,62.099563,63,2
90.0,7,62.124743,61,4
-10.0,5,62.137956,63,2
65.0,15,62.191596,63,2
30.0,7,62.217761,62,3
30.0,10,62.244565,62,3
-60.0,33,62.362722,63,2
35.0,7,62.395178,62,3
-10.0,6,62.424133,63,2
-15.0,6,62.439512,63,2
45.0,26,62.546234,62,3
45.0,21,62.618554,62,3
35.0,9,62.672909,62,3
-40.0,11,62.713093,63,2
25.0,8,62.73836,62,3
-10.0,5,62.75362,63,2
40.0,6,62.779963,62,3
60.0,12,62.818422,61,4
-25.0,9,62.844661,63,2
35.0,8,62.870483,62,3
-105.0,5,62.883835,63,2
-10.0,5,62.896802,63,2
-20.0,16,62.948106,62,3
95.0,18,63.013184,62,3
445.0,18,63.06352,59,3
-10.0,12,63.103282,62,3
5.0,21,63.180054,63,2
-15.0,5,63.195494,63,2
20.0,9,63.221909,62,3
60.0,25,63.298824,62,3
475.0,17,63.365621,59,3
5.0,36,63.481934,62,3
-10.0,5,63.496519,63,2
-50.0,13,63.535687,63,2
25.0,9,63.561606,62,3
-55.0,12,63.601742,63,2
25.0,8,63.628009,62,3
0.0,11,63.668946,62,3
0.0,8,63.697752,63,2
30.0,7,63.724355,62,3
95.0,13,63.766626,62,3
60.0,18,63.829509,63,2
45.0,6,63.843051,62,3
-15.0,6,63.871697,63,2
60.0,21,63.94007,62,3
55.0,11,63.979105,63,2
-15.0,6,63.993284,63,2
10.0,11,64.032716,62,3
-5.0,5,64.045361,63,2
50.0,12,64.083821,63,2
80.0,9,64.111395,61,4
-15.0,5,64.13671,63,2
30.0,9,64.166756,62,3
-15.0,12,64.207183,62,3
435.0,17,64.263877,59,3
95.0,34,64.382826,61,4
40.0,7,64.396018,62,3
155.0,42,64.570592,61,1
-5.0,5,64.582743,63,2
40.0,19,64.650943,63,2
-120.0,9,64.678662,63,2
-25.0,10,64.717879,63,2
40.0,9,64.74862,62,3
-45.0,50,64.913894,62,3
25.0,28,65.025775,62,3
-10.0,5,65.053076,63,2
-110.0,5,65.069107,63,2
100.0,11,65.11676,62,3
420.0,24,65.205052,59,3
-110.0,5,65.219351,63,2
-55.0,13,65.266718,63,2
-40.0,11,65.30965,63,2
85.0,7,65.33643,61,4
360.0,38,65.454892,59,3
-10.0,7,65.495618,63,2
65.0,23,65.620336,62,3
-115.0,5,65.641095,63,2
95.0,15,65.696418,62,3
95.0,5,65.709039,61,4
95.0,15,65.761721,62,3
-5.0,11,65.788515,62,3
-15.0,6,65.813155,63,2
-5.0,5,65.825954,63,2
35.0,6,65.852671,62,3
10.0,11,65.879948,62,3
135.0,9,65.919465,62,3
90.0,15,65.965403,62,3
40.0,6,65.996667,62,3
-20.0,10,66.028605,63,2
5.0,13,66.090003,62,3
5.0,13,66.130297,62,3
95.0,16,66.183141,62,3
380.0,26,66.262609,59,3
80.0,8,66.288686,63,2
25.0,8,66.315747,62,3
-15.0,5,66.343467,63,2
40.0,8,66.369497,62,3
80.0,19,66.424387,62,3
-45.0,11,66.467181,63,2
45.0,7,66.495301,62,3
0.0,6,66.507815,63,2
195.0,7,66.53454,61,4
35.0,6,66.563018,62,3
15.0,10,66.59234,62,3
-25.0,8,66.618833,63,2
100.0,7,66.645143,61,4
40.0,7,66.671822,62,3
-15.0,5,66.685702,63,2
-25.0,10,66.710882,63,2
55.0,16,66.763787,61,4
35.0,9,66.804978,62,3
35.0,6,66.818885,62,3
610.0,22,66.900196,58,1
80.0,9,66.926964,61,4
25.0,10,66.954707,62,3
105.0,12,66.994675,62,3
-70.0,19,67.058098,63,2
-115.0,5,67.071061,63,2
80.0,17,67.137098,62,3
55.0,13,67.175558,63,2
20.0,9,67.202471,62,3
95.0,5,67.216313,61,4
40.0,6,67.241274,62,3
-15.0,5,67.255416,63,2
0.0,12,67.294352,62,3
345.0,41,67.421864,61,1
35.0,7,67.468227,62,3
-70.0,27,67.578598,62,3
470.0,18,67.629418,59,3
0.0,7,67.658159,63,2
40.0,15,67.710214,63,2
-30.0,10,67.737348,63,2
35.0,7,67.762737,62,3
-115.0,6,67.78807,63,2
30.0,6,67.801923,62,3
105.0,14,67.855334,62,3
-20.0,6,67.868208,63,2
50.0,18,67.933194,61,4
-10.0,5,67.948007,63,2
90.0,12,67.987387,62,3
190.0,9,68.013289,61,4
60.0,12,68.052217,63,2
35.0,6,68.077734,62,3
-5.0,13,68.117954,62,3
-40.0,14,68.15559,63,2
40.0,6,68.181109,62,3
150.0,15,68.232215,61,4
-40.0,22,68.296566,62,3
30.0,8,68.323605,62,3
35.0,6,68.354668,62,3
-5.0,5,68.370295,63,2
30.0,7,68.400384,62,3
-50.0,14,68.443731,63,2
0.0,11,68.482381,62,3
30.0,7,68.509296,62,3
-5.0,12,68.548781,62,3
60.0,23,68.611728,62,3
-20.0,6,68.63736,63,2
45.0,14,68.680484,63,2
350.0,16,68.73641,59,3
-5.0,11,68.77644,62,3
570.0,44,68.921187,58,4
-105.0,5,68.937243,63,2
35.0,9,68.979018,62,3
35.0,7,68.993281,62,3
-55.0,21,69.073085,62,3
90.0,5,69.087894,61,4
50.0,22,69.158156,62,3
-5.0,6,69.183955,63,2
-5.0,12,69.222488,62,3
-20.0,10,69.249215,63,2
20.0,12,69.289289,62,3
25.0,9,69.328083,62,3
40.0,6,69.34126,62,3
-10.0,16,69.398662,62,3
30.0,15,69.455474,63,2
10.0,23,69.532329,63,2
45.0,12,69.572085,61,4
60.0,13,69.611157,63,2
25.0,8,69.636459,62,3
80.0,10,69.664483,61,4
-130.0,32,69.765062,62,3
-5.0,11,69.802098,62,3
-10.0,5,69.822526,63,2
25.0,7,69.865049,62,3
20.0,8,69.891018,62,3
25.0,10,69.9362,62,3
-15.0,9,69.964455,63,2
-30.0,14,70.004455,62,3
135.0,10,70.042098,62,3
-110.0,5,70.055842,63,2
30.0,8,70.084407,62,3
-15.0,6,70.112964,63,2
-10.0,5,70.125952,63,2
-10.0,5,70.138651,63,2
90.0,7,70.165889,63,2
100.0,12,70.203845,62,3
540.0,28,70.296036,59,0
25.0,10,70.324283,62,3
-40.0,14,70.3923,63,2
20.0,11,70.437238,62,3
-20.0,9,70.465446,63,2
35.0,6,70.4802,62,3
95.0,5,70.509592,61,4
35.0,6,70.522282,62,3
-10.0,5,70.537305,63,2
-45.0,12,70.578906,63,2
40.0,6,70.607188,62,3
50.0,19,70.676448,63,2
85.0,19,70.728159,62,3
-10.0,5,70.756749,63,2
-15.0,10,70.786024,63,2
35.0,28,70.884751,62,3
195.0,7,70.91368,61,4
-115.0,5,70.927796,63,2
-15.0,14,70.981625,62,3
20.0,9,71.008723,62,3
-10.0,11,71.049565,62,3
35.0,7,71.062914,62,3
-10.0,32,71.173985,62,3
35.0,8,72.178946,62,3
30.0,7,72.207076,62,3
30.0,7,72.238415,62,3
95.0,8,72.279912,61,4
30.0,7,72.313294,62,3
190.0,8,72.34752,61,4
35.0,8,72.382049,62,3
35.0,8,72.415764,62,3
-45.0,11,72.447031,63,2
50.0,14,72.50599,63,2
105.0,12,72.553165,62,3
-10.0,12,72.60014,62,3
-15.0,8,72.631058,63,2
40.0,9,72.669992,62,3
35.0,7,72.721434,62,3
25.0,9,72.750952,62,3
-5.0,14,72.803097,62,3
70.0,13,72.844465,63,2
-20.0,6,72.857685,63,2
45.0,13,72.917226,61,4
35.0,8,72.95309,62,3
50.0,13,72.997521,63,2
25.0,9,73.023223,62,3
-10.0,5,73.037424,63,2
110.0,11,73.077657,62,3
25.0,10,73.117217,62,3
500.0,35,73.224259,61,0
-20.0,8,73.251139,63,2
-90.0,24,73.327151,63,2
-45.0,11,73.365622,63,2
90.0,7,73.391335,61,4
30.0,7,73.417968,62,3
385.0,13,73.456621,59,3
75.0,18,73.508918,62,3
-5.0,6,73.536528,63,2
-10.0,17,73.591769,62,3
-15.0,10,73.631676,63,2
-10.0,7,73.645008,63,2
80.0,16,73.696769,62,3
45.0,6,73.723145,62,3
95.0,5,73.737452,61,4
-20.0,18,73.8027,62,3
35.0,8,73.82948,62,3
-10.0,5,73.845104,63,2
415.0,20,73.913087,60,1
340.0,41,74.051824,59,3
60.0,21,74.114133,62,3
95.0,14,74.168589,62,3
90.0,5,74.181262,61,4
-5.0,5,74.194135,63,2
-10.0,5,74.219014,63,2
75.0,10,74.247281,61,4
-15.0,6,74.272366,63,2
95.0,18,74.324333,62,3
40.0,32,74.432856,62,3
80.0,8,74.461982,63,2
15.0,9,74.489342,62,3
-10.0,5,74.517479,63,2
95.0,19,74.571865,62,3
0.0,13,74.623395,62,3
400.0,52,74.788152,59,3
15.0,10,74.815138,62,3
90.0,5,74.829015,61,4
45.0,21,74.925103,62,3
95.0,7,74.941981,61,4
25.0,30,75.052407,62,3
380.0,12,75.095059,59,3
25.0,8,75.122244,62,3
-30.0,17,75.172928,62,3
55.0,11,75.212525,63,2
45.0,12,75.254101,61,4
-5.0,27,75.351061,63,2
30.0,7,75.364623,62,3
-10.0,5,75.389313,63,2
35.0,6,75.40341,62,3
-15.0,5,75.41822,63,2
20.0,9,75.458223,62,3
10.0,33,75.564635,62,3
85.0,7,75.591612,63,2
95.0,13,75.631643,62,3
90.0,5,75.646482,61,4
-5.0,7,75.673136,63,2
5.0,12,75.711128,62,3
160.0,12,75.752555,61,4
20.0,11,75.792509,62,3
50.0,14,75.83073,63,2
-15.0,5,75.84375,63,2
35.0,6,75.871528,62,3
90.0,5,75.885121,61,4
-65.0,17,75.937199,63,2
95.0,5,75.963339,61,4
15.0,10,75.990413,62,3
-65.0,15,76.042377,63,2
-15.0,5,76.055638,63,2
-15.0,7,76.080706,63,2
-65.0,14,76.122008,63,2
30.0,8,76.149988,62,3
40.0,8,76.175539,62,3
95.0,16,76.226623,62,3
475.0,13,76.279876,59,3
150.0,9,76.30727,62,3
100.0,5,76.319834,61,4
15.0,9,76.346461,62,3
-100.0,5,76.371811,63,2
-10.0,5,76.386165,63,2
5.0,12,76.424403,62,3
690.0,25,76.503806,58,3
100.0,5,76.518393,61,4
10.0,12,76.556417,62,3
-65.0,16,76.606481,63,2
90.0,5,76.632312,61,4
80.0,8,76.661718,63,2
30.0,9,76.687355,62,3
195.0,8,76.714818,61,4
-10.0,7,76.743153,63,2
50.0,27,76.821284,62,3
0.0,13,76.872466,62,3
-110.0,5,76.887029,63,2
-10.0,14,76.925712,62,3
-20.0,14,76.979473,62,3
95.0,5,76.991996,61,4
20.0,9,77.018068,62,3
95.0,12,77.057974,62,3
0.0,11,77.099964,62,3
-20.0,41,77.254531,62,3
-55.0,11,77.293106,63,2
90.0,8,77.318449,63,2
85.0,6,77.346648,61,4
-5.0,8,77.372057,63,2
55.0,14,77.411905,61,4
110.0,11,77.449086,62,3
-15.0,27,77.540093,63,2
0.0,12,77.583097,62,3
85.0,8,77.608646,63,2
-10.0,5,77.621043,63,2
-5.0,23,77.697227,63,2
105.0,12,77.735922,62,3
70.0,18,77.7874,62,3
85.0,7,77.812889,61,4
30.0,8,77.838516,62,3
90.0,6,77.852204,61,4
80.0,24,77.929973,62,3
30.0,6,77.956105,62,3
-10.0,14,77.996997,62,3
100.0,12,78.03483,62,3
-10.0,5,78.061217,63,2
40.0,6,78.073353,62,3
150.0,13,78.116078,61,4
-15.0,9,78.153906,63,2
-25.0,10,78.181192,63,2
-15.0,5,78.195893,63,2
100.0,13,78.258454,62,3
235.0,19,78.317696,61,1
20.0,10,78.362899,62,3
490.0,15,78.418766,59,3
100.0,15,78.460929,62,3
-15.0,6,78.485577,63,2
-10.0,7,78.510277,63,2
-110.0,6,78.523149,63,2
-10.0,6,78.54967,63,2
30.0,9,78.57427,62,3
30.0,8,78.600413,62,3
-10.0,6,78.612681,63,2
375.0,13,78.667519,59,3
10.0,10,78.695049,62,3
175.0,11,78.734589,61,4
-10.0,8,78.762124,63,2
30.0,29,78.854519,62,3
-10.0,16,78.922123,62,3
35.0,7,78.956213,62,3
545.0,21,79.030218,59,3
55.0,22,79.110453,62,3
30.0,9,79.135254,62,3
15.0,9,79.162201,62,3
35.0,6,79.187036,62,3
355.0,19,79.239839,59,3
35.0,7,79.265632,62,3
330.0,24,79.34472,59,3
-15.0,15,79.398609,62,3
35.0,6,79.415979,62,3
0.0,12,79.467698,62,3
270.0,14,79.522907,61,1
300.0,28,79.61208,59,3
5.0,11,79.652789,62,3
-15.0,6,79.666057,63,2
85.0,9,79.692537,63,2
40.0,6,79.717943,62,3
90.0,13,79.76007,62,3
85.0,8,79.78743,63,2
55.0,31,79.892083,61,4
-15.0,9,79.923056,63,2
40.0,6,79.953605,62,3
10.0,13,79.992578,62,3
155.0,14,80.029977,61,4
60.0,11,80.068436,61,4
5.0,22,80.146677,63,2
-20.0,6,80.160023,63,2
15.0,32,80.263387,62,3
-15.0,17,80.316417,62,3
325.0,25,80.412837,59,3
-15.0,6,80.426723,63,2
35.0,7,80.453684,62,3
-10.0,5,80.468725,63,2
-10.0,5,80.481085,63,2
30.0,9,80.520862,62,3
35.0,6,80.533988,62,3
45.0,6,80.559485,62,3
-10.0,5,80.573249,63,2
35.0,6,80.586353,62,3
-10.0,7,80.612294,63,2
-10.0,5,80.624389,63,2
95.0,16,80.676977,62,3
35.0,6,80.705123,62,3
-15.0,5,80.718397,63,2
610.0,32,80.826915,59,3
90.0,7,80.856969,61,4
-110.0,5,80.871618,63,2
30.0,6,80.899465,62,3
-15.0,21,80.963734,63,2
-35.0,11,81.004168,63,2
495.0,40,81.135423,59,2
-15.0,6,81.148906,63,2
100.0,12,81.187405,62,3
-10.0,5,81.202667,63,2
90.0,10,81.242327,63,2
40.0,16,81.293887,63,2
30.0,8,81.322173,62,3
185.0,8,81.353014,61,4
-35.0,11,81.39342,63,2
-5.0,5,81.406746,63,2
30.0,7,81.437315,62,3
90.0,7,81.453327,61,4
105.0,13,81.543407,62,3
-5.0,12,81.580772,62,3
40.0,6,81.596237,62,3
90.0,5,81.615403,61,4
40.0,6,81.641629,62,3
35.0,8,81.669168,62,3
25.0,10,81.697189,62,3
195.0,8,81.729787,61,4
-35.0,13,81.788529,63,2
85.0,9,81.818236,61,4
100.0,6,81.83334,61,4
90.0,6,81.862272,61,4
25.0,8,81.891648,62,3
95.0,13,81.95746,62,3
55.0,16,82.019204,61,4
0.0,11,82.066295,62,3
-20.0,9,82.097891,63,2
85.0,10,82.1422,63,2
-10.0,13,82.186478,62,3
50.0,30,82.280301,62,3
40.0,8,82.304973,62,3
90.0,8,82.330793,63,2
-20.0,16,82.381214,62,3
-20.0,8,82.40787,63,2
0.0,5,82.432604,63,2
85.0,18,82.482287,62,3
30.0,16,82.533185,63,2
30.0,10,82.579473,62,3
75.0,8,82.604361,61,4
90.0,5,82.616842,61,4
125.0,9,82.641856,62,3
25.0,8,82.667211,62,3
-10.0,5,82.680093,63,2
-40.0,17,82.742823,63,2
90.0,5,82.755663,61,4
80.0,9,82.781328,61,4
35.0,30,82.882715,62,3
-35.0,11,82.908459,63,2
160.0,12,82.94568,61,4
30.0,7,82.970587,62,3
95.0,7,82.995407,61,4
90.0,24,83.070472,61,4
25.0,10,83.096391,62,3
-60.0,12,83.134824,63,2
-10.0,5,83.159175,63,2
125.0,10,83.184407,62,3
85.0,15,83.234069,62,3
0.0,5,83.249005,63,2
-45.0,12,83.285866,63,2
-120.0,6,83.310646,63,2
-10.0,5,83.323035,63,2
90.0,8,83.349282,63,2
90.0,12,83.386479,62,3
180.0,10,83.411686,61,4
30.0,26,83.497383,62,3
15.0,11,83.534261,62,3
-110.0,5,83.547184,63,2
-5.0,8,83.572167,63,2
-20.0,9,83.597694,63,2
535.0,39,83.722098,60,1
-20.0,20,83.799474,62,3
-15.0,6,83.814804,63,2
0.0,11,83.853245,62,3
-20.0,18,83.91858,62,3
145.0,6,83.931239,62,3
-10.0,5,83.943861,63,2
-20.0,8,83.968288,63,2
15.0,9,84.007758,62,3
15.0,12,84.045394,62,3
30.0,7,84.05767,62,3
0.0,13,84.107643,62,3
105.0,13,84.145614,62,3
-120.0,5,84.157554,63,2
-40.0,12,84.195256,63,2
85.0,18,84.257038,62,3
-5.0,7,84.270853,63,2
-5.0,6,84.297696,63,2
55.0,11,84.335156,63,2
-110.0,5,84.348005,63,2
25.0,7,84.374681,62,3
-5.0,11,84.401853,62,3
90.0,17,84.463279,62,3
-20.0,6,84.476837,63,2
80.0,19,84.54025,62,3
85.0,9,84.566397,61,4
-15.0,14,84.615939,62,3
-110.0,6,84.627648,63,2
180.0,28,84.715366,61,1
25.0,9,84.739092,62,3
-10.0,12,84.776973,62,3
-55.0,21,84.851033,62,3
55.0,15,84.892058,63,2
-5.0,14,84.952522,62,3
30.0,9,84.976493,62,3
195.0,7,85.001729,61,4
35.0,27,85.089386,62,3
85.0,17,85.141324,62,3
90.0,6,85.154086,61,4
85.0,18,85.218047,62,3
10.0,11,85.256593,62,3
30.0,8,85.281379,62,3
-150.0,33,85.380102,63,2
375.0,58,85.553255,59,3
140.0,16,85.605334,61,4
30.0,8,85.630461,62,3
115.0,23,85.706195,61,4
-25.0,9,85.731947,63,2
380.0,30,85.833348,59,3
40.0,6,85.846572,62,3
-105.0,5,85.870278,63,2
85.0,6,85.88272,61,4
1015.0,22,85.959831,56,3
-110.0,5,85.972336,63,2
-75.0,26,86.048697,62,3
25.0,9,86.084464,62,3
0.0,11,86.111098,62,3
-105.0,5,86.134676,63,2
345.0,10,86.160042,60,2
35.0,7,86.184739,62,3
-10.0,7,86.210434,63,2
85.0,17,86.26116,62,3
-20.0,10,86.285539,63,2
35.0,6,86.311113,62,3
85.0,17,86.361549,62,3
95.0,5,86.374313,61,4
90.0,5,86.399324,61,4
30.0,7,86.418464,62,3
55.0,29,86.518283,62,3
-5.0,16,86.568867,62,3
125.0,10,86.596259,62,3
-105.0,5,86.608751,63,2
-75.0,25,86.698,62,3
-20.0,20,86.761062,62,3
75.0,26,86.83536,62,3
-20.0,19,86.895454,62,3
-5.0,5,86.909697,63,2
40.0,6,86.933734,62,3
-105.0,5,86.94682,63,2
15.0,11,86.983672,62,3
180.0,10,87.009368,61,4
160.0,12,87.047168,61,4
110.0,14,87.095289,62,3
65.0,14,87.132188,63,2
40.0,7,87.158102,62,3
45.0,6,87.169932,62,3
-15.0,15,87.217239,62,3
95.0,14,87.266154,62,3
-45.0,14,87.30459,63,2
315.0,26,87.390086,59,3
-10.0,7,87.402972,63,2
-10.0,5,87.42631,63,2
-10.0,32,87.523254,62,3
20.0,9,87.5509,62,3
75.0,11,87.591492,61,4
35.0,7,87.604478,62,3
35.0,7,87.630702,62,3
60.0,12,87.665958,61,4
95.0,5,87.677938,61,4
100.0,6,87.701698,61,4
-45.0,13,87.738873,63,2
75.0,10,87.77472,63,2
95.0,5,87.787218,61,4
40.0,6,87.800238,62,3
-25.0,19,87.864535,62,3
-15.0,6,87.887768,63,2
95.0,13,87.924747,62,3
-10.0,5,87.937585,63,2
150.0,11,87.97489,61,4
90.0,5,87.987701,61,4
45.0,24,88.061495,62,3
85.0,7,88.085021,63,2
20.0,8,88.110264,62,3
95.0,12,88.147117,62,3
65.0,11,88.183757,63,2
35.0,6,88.197239,62,3
35.0,8,88.221436,62,3
-35.0,19,88.282769,62,3
-25.0,18,88.333121,62,3
90.0,10,88.370153,61,4
-10.0,9,88.395424,63,2
65.0,19,88.457296,62,3
25.0,10,88.486593,62,3
140.0,8,88.514393,62,3
150.0,17,88.580551,61,4
85.0,9,88.604872,63,2
85.0,9,88.62954,63,2
20.0,10,88.665802,62,3
155.0,18,88.715361,61,4
-10.0,5,88.728051,63,2
30.0,19,88.789038,63,2
20.0,21,88.851503,63,2
-55.0,21,88.933545,62,3
-30.0,11,88.958701,63,2
-10.0,5,88.982689,63,2
25.0,8,89.00812,62,3
-15.0,5,89.021546,63,2
-5.0,5,89.033615,63,2
25.0,25,89.108927,62,3
90.0,5,89.132693,61,4
110.0,16,89.182817,62,3
-10.0,5,89.196172,63,2
-5.0,5,89.207797,63,2
10.0,12,89.249156,62,3
-20.0,6,89.27579,63,2
-15.0,9,89.300434,63,2
20.0,9,89.323523,62,3
25.0,9,89.34733,62,3
90.0,5,89.372044,61,4
90.0,15,89.40953,62,3
10.0,10,89.44582,62,3
-20.0,7,89.468909,63,2
155.0,12,89.507245,61,4
30.0,7,89.521649,62,3
-55.0,11,89.557441,63,2
-5.0,6,89.581982,63,2
30.0,7,89.596175,62,3
185.0,9,89.636076,61,4
95.0,7,89.6512,63,2
-10.0,5,89.679025,63,2
30.0,17,89.736499,63,2
45.0,17,89.797621,63,2
35.0,9,89.825259,62,3
-15.0,5,89.84917,63,2
-5.0,5,89.863146,63,2
160.0,16,89.91913,61,4
-15.0,18,89.972934,62,3
-10.0,9,90.00987,63,2
0.0,38,90.126503,62,3
30.0,17,90.178735,63,2
450.0,20,90.243282,59,3
-10.0,5,90.267642,63,2
-45.0,11,90.294926,63,2
35.0,9,90.333102,62,3
65.0,19,90.384582,62,3
40.0,7,90.410792,62,3
-35.0,11,90.45056,63,2
-10.0,6,90.462433,63,2
85.0,19,90.534104,62,3
35.0,10,90.576662,62,3
55.0,11,90.603814,63,2
135.0,15,90.65812,61,4
40.0,6,90.682306,62,3
35.0,10,90.708669,62,3
-5.0,5,90.722798,63,2
70.0,21,90.800397,62,3
-5.0,33,90.903602,62,3
-30.0,8,90.929012,63,2
35.0,6,90.944315,62,3
-10.0,18,91.008542,62,3
35.0,10,91.035793,62,3
30.0,7,91.085198,62,3
-5.0,12,91.134431,62,3
-10.0,5,91.150344,63,2
-30.0,21,91.245394,62,3
-10.0,6,91.2608,63,2
425.0,48,91.443364,61,1
195.0,9,91.472137,61,4
35.0,6,91.503754,62,3
-10.0,5,91.518782,63,2
-10.0,11,91.574828,62,3
45.0,6,91.590787,62,3
30.0,8,91.621591,62,3
-10.0,5,91.652008,63,2
95.0,12,91.69791,62,3
45.0,31,91.804562,61,4
-15.0,9,91.879256,63,2
50.0,26,91.968222,62,3
90.0,9,91.998424,63,2
